2025-06-05 08:41:30,021 avocado.sysinfo INFO | Commands configured by file: /usr/local/lib/python3.10/dist-packages/avocado/etc/avocado/sysinfo/commands
2025-06-05 08:41:30,417 avocado.test INFO |  'distro.distro_def_create': False,
2025-06-05 08:41:30,417 avocado.test INFO |  'distro.distro_def_name': '',
2025-06-05 08:41:30,417 avocado.test INFO |  'distro.distro_def_path': '',
2025-06-05 08:41:30,417 avocado.test INFO |  'distro.distro_def_release': '',
2025-06-05 08:41:30,417 avocado.test INFO |  'distro.distro_def_type': '',
2025-06-05 08:41:30,417 avocado.test INFO |  'distro.distro_def_version': '',
2025-06-05 08:41:30,418 avocado.test INFO |  'filter.by_tags.include_empty': False,
2025-06-05 08:41:30,418 avocado.test INFO |  'filter.by_tags.include_empty_key': False,
2025-06-05 08:41:30,418 avocado.test INFO |  'filter.by_tags.tags': [],
2025-06-05 08:41:30,418 avocado.test INFO |  'human_ui.omit.statuses': [],
2025-06-05 08:41:30,418 avocado.test INFO |  'job.output.loglevel': 'DEBUG',
2025-06-05 08:41:30,418 avocado.test INFO |  'job.output.testlogs.logfiles': ['debug.log'],
2025-06-05 08:41:30,418 avocado.test INFO |  'job.output.testlogs.statuses': [],
2025-06-05 08:41:30,418 avocado.test INFO |  'job.output.testlogs.summary_statuses': ['FAIL', 'ERROR'],
2025-06-05 08:41:30,419 avocado.test INFO |  'job.replay.source_job_id': 'latest',
2025-06-05 08:41:30,419 avocado.test INFO |  'job.run.result.html.enabled': True,
2025-06-05 08:41:30,419 avocado.test INFO |  'job.run.result.html.open_browser': False,
2025-06-05 08:41:30,419 avocado.test INFO |  'job.run.result.html.output': None,
2025-06-05 08:41:30,419 avocado.test INFO |  'job.run.result.json.enabled': True,
2025-06-05 08:41:30,419 avocado.test INFO |  'job.run.result.json.output': None,
2025-06-05 08:41:30,419 avocado.test INFO |  'job.run.result.tap.enabled': True,
2025-06-05 08:41:30,419 avocado.test INFO |  'job.run.result.tap.include_logs': False,
2025-06-05 08:41:30,420 avocado.test INFO |  'job.run.result.tap.output': None,
2025-06-05 08:41:30,420 avocado.test INFO |  'job.run.result.xunit.enabled': True,
2025-06-05 08:41:30,420 avocado.test INFO |  'job.run.result.xunit.job_name': None,
2025-06-05 08:41:30,420 avocado.test INFO |  'job.run.result.xunit.max_test_log_chars': 100000,
2025-06-05 08:41:30,420 avocado.test INFO |  'job.run.result.xunit.output': None,
2025-06-05 08:41:30,420 avocado.test INFO |  'job.run.store_logging_stream': ['avocado.core:DEBUG'],
2025-06-05 08:41:30,420 avocado.test INFO |  'job.run.timeout': 0,
2025-06-05 08:41:30,420 avocado.test INFO |  'jobs.get.output_files.destination': None,
2025-06-05 08:41:30,421 avocado.test INFO |  'jobs.get.output_files.job_id': None,
2025-06-05 08:41:30,421 avocado.test INFO |  'jobs.show.job_id': 'latest',
2025-06-05 08:41:30,421 avocado.test INFO |  'json.variants.load': None,
2025-06-05 08:41:30,421 avocado.test INFO |  'list.recipes.write_to_directory': None,
2025-06-05 08:41:30,421 avocado.test INFO |  'list.write_to_json_file': None,
2025-06-05 08:41:30,421 avocado.test INFO |  'nrunner.max_parallel_tasks': 1,
2025-06-05 08:41:30,421 avocado.test INFO |  'nrunner.shuffle': False,
2025-06-05 08:41:30,421 avocado.test INFO |  'nrunner.spawner': 'process',
2025-06-05 08:41:30,422 avocado.test INFO |  'nrunner.status_server_auto': True,
2025-06-05 08:41:30,422 avocado.test INFO |  'nrunner.status_server_buffer_size': 33554432,
2025-06-05 08:41:30,422 avocado.test INFO |  'nrunner.status_server_listen': '127.0.0.1:8888',
2025-06-05 08:41:30,422 avocado.test INFO |  'nrunner.status_server_uri': '127.0.0.1:8888',
2025-06-05 08:41:30,422 avocado.test INFO |  'plugins.cli.cmd.order': [],
2025-06-05 08:41:30,422 avocado.test INFO |  'plugins.cli.order': [],
2025-06-05 08:41:30,422 avocado.test INFO |  'plugins.disable': [],
2025-06-05 08:41:30,422 avocado.test INFO |  'plugins.init.order': [],
2025-06-05 08:41:30,423 avocado.test INFO |  'plugins.job.prepost.order': [],
2025-06-05 08:41:30,423 avocado.test INFO |  'plugins.jobscripts.post': '/etc/avocado/scripts/job/post.d/',
2025-06-05 08:41:30,423 avocado.test INFO |  'plugins.jobscripts.pre': '/etc/avocado/scripts/job/pre.d/',
2025-06-05 08:41:30,423 avocado.test INFO |  'plugins.jobscripts.warn_non_existing_dir': False,
2025-06-05 08:41:30,423 avocado.test INFO |  'plugins.jobscripts.warn_non_zero_status': True,
2025-06-05 08:41:30,423 avocado.test INFO |  'plugins.ordered_list': False,
2025-06-05 08:41:30,423 avocado.test INFO |  'plugins.resolver.order': [],
2025-06-05 08:41:30,423 avocado.test INFO |  'plugins.result.order': [],
2025-06-05 08:41:30,424 avocado.test INFO |  'plugins.result_events.order': [],
2025-06-05 08:41:30,424 avocado.test INFO |  'plugins.runnable.runner.order': [],
2025-06-05 08:41:30,424 avocado.test INFO |  'plugins.runner.order': [],
2025-06-05 08:41:30,424 avocado.test INFO |  'plugins.skip_broken_plugin_notification': [],
2025-06-05 08:41:30,424 avocado.test INFO |  'plugins.spawner.order': [],
2025-06-05 08:41:30,424 avocado.test INFO |  'plugins.varianter.order': [],
2025-06-05 08:41:30,424 avocado.test INFO |  'resolver.references': ['./pcache.py'],
2025-06-05 08:41:30,424 avocado.test INFO |  'run.dict_variants': [],
2025-06-05 08:41:30,425 avocado.test INFO |  'run.dict_variants.variant_id_keys': [],
2025-06-05 08:41:30,425 avocado.test INFO |  'run.dry_run.enabled': False,
2025-06-05 08:41:30,425 avocado.test INFO |  'run.dry_run.no_cleanup': False,
2025-06-05 08:41:30,425 avocado.test INFO |  'run.execution_order': 'variants-per-test',
2025-06-05 08:41:30,425 avocado.test INFO |  'run.failfast': False,
2025-06-05 08:41:30,425 avocado.test INFO |  'run.ignore_missing_references': False,
2025-06-05 08:41:30,425 avocado.test INFO |  'run.job_category': None,
2025-06-05 08:41:30,425 avocado.test INFO |  'run.journal.enabled': False,
2025-06-05 08:41:30,426 avocado.test INFO |  'run.keep_tmp': False,
2025-06-05 08:41:30,426 avocado.test INFO |  'run.loaders': ['file', '@DEFAULT'],
2025-06-05 08:41:30,426 avocado.test INFO |  'run.log_test_data_directories': False,
2025-06-05 08:41:30,426 avocado.test INFO |  'run.results.archive': False,
2025-06-05 08:41:30,426 avocado.test INFO |  'run.results_dir': None,
2025-06-05 08:41:30,426 avocado.test INFO |  'run.test_parameters': [],
2025-06-05 08:41:30,426 avocado.test INFO |  'run.test_runner': 'nrunner',
2025-06-05 08:41:30,426 avocado.test INFO |  'run.unique_job_id': None,
2025-06-05 08:41:30,427 avocado.test INFO |  'run.wrapper.wrappers': [],
2025-06-05 08:41:30,427 avocado.test INFO |  'runner.exectest.exitcodes.skip': [],
2025-06-05 08:41:30,427 avocado.test INFO |  'runner.identifier_format': '{uri}',
2025-06-05 08:41:30,427 avocado.test INFO |  'runner.output.color': 'auto',
2025-06-05 08:41:30,427 avocado.test INFO |  'runner.output.colored': True,
2025-06-05 08:41:30,427 avocado.test INFO |  'runner.output.utf8': True,
2025-06-05 08:41:30,427 avocado.test INFO |  'runner.timeout.after_interrupted': 60,
2025-06-05 08:41:30,427 avocado.test INFO |  'runner.timeout.process_alive': 60,
2025-06-05 08:41:30,428 avocado.test INFO |  'runner.timeout.process_died': 10,
2025-06-05 08:41:30,428 avocado.test INFO |  'simpletests.status.failure_fields': ['status', 'stdout', 'stderr'],
2025-06-05 08:41:30,428 avocado.test INFO |  'simpletests.status.skip_location': 'all',
2025-06-05 08:41:30,428 avocado.test INFO |  'simpletests.status.skip_regex': '^SKIP$',
2025-06-05 08:41:30,428 avocado.test INFO |  'simpletests.status.warn_location': 'all',
2025-06-05 08:41:30,428 avocado.test INFO |  'simpletests.status.warn_regex': '^WARN$',
2025-06-05 08:41:30,428 avocado.test INFO |  'spawner.podman.avocado_spawner_egg': None,
2025-06-05 08:41:30,428 avocado.test INFO |  'spawner.podman.bin': '/usr/bin/podman',
2025-06-05 08:41:30,429 avocado.test INFO |  'spawner.podman.image': 'Ubuntu:22',
2025-06-05 08:41:30,429 avocado.test INFO |  'subcommand': 'run',
2025-06-05 08:41:30,429 avocado.test INFO |  'sysinfo.collect.commands_timeout': -1,
2025-06-05 08:41:30,429 avocado.test INFO |  'sysinfo.collect.enabled': True,
2025-06-05 08:41:30,429 avocado.test INFO |  'sysinfo.collect.installed_packages': False,
2025-06-05 08:41:30,429 avocado.test INFO |  'sysinfo.collect.locale': 'C',
2025-06-05 08:41:30,429 avocado.test INFO |  'sysinfo.collect.optimize': False,
2025-06-05 08:41:30,429 avocado.test INFO |  'sysinfo.collect.per_test': False,
2025-06-05 08:41:30,430 avocado.test INFO |  'sysinfo.collect.profiler': False,
2025-06-05 08:41:30,430 avocado.test INFO |  'sysinfo.collect.sysinfodir': None,
2025-06-05 08:41:30,430 avocado.test INFO |  'sysinfo.collectibles.commands': '/usr/local/lib/python3.10/dist-packages/avocado/etc/avocado/sysinfo/commands',
2025-06-05 08:41:30,430 avocado.test INFO |  'sysinfo.collectibles.fail_commands': '/usr/local/lib/python3.10/dist-packages/avocado/etc/avocado/sysinfo/fail_commands',
2025-06-05 08:41:30,430 avocado.test INFO |  'sysinfo.collectibles.fail_files': '/usr/local/lib/python3.10/dist-packages/avocado/etc/avocado/sysinfo/fail_files',
2025-06-05 08:41:30,430 avocado.test INFO |  'sysinfo.collectibles.files': '/usr/local/lib/python3.10/dist-packages/avocado/etc/avocado/sysinfo/files',
2025-06-05 08:41:30,430 avocado.test INFO |  'sysinfo.collectibles.profilers': '/usr/local/lib/python3.10/dist-packages/avocado/etc/avocado/sysinfo/profilers',
2025-06-05 08:41:30,430 avocado.test INFO |  'task.timeout.running': None,
2025-06-05 08:41:30,431 avocado.test INFO |  'variants.contents': False,
2025-06-05 08:41:30,431 avocado.test INFO |  'variants.debug': False,
2025-06-05 08:41:30,431 avocado.test INFO |  'variants.inherit': False,
2025-06-05 08:41:30,431 avocado.test INFO |  'variants.json_variants_dump': None,
2025-06-05 08:41:30,431 avocado.test INFO |  'variants.summary': 0,
2025-06-05 08:41:30,431 avocado.test INFO |  'variants.tree': False,
2025-06-05 08:41:30,431 avocado.test INFO |  'variants.variants': 1,
2025-06-05 08:41:30,431 avocado.test INFO |  'vmimage.get.arch': None,
2025-06-05 08:41:30,432 avocado.test INFO |  'vmimage.get.distro': None,
2025-06-05 08:41:30,432 avocado.test INFO |  'vmimage.get.version': None,
2025-06-05 08:41:30,432 avocado.test INFO |  'yaml_to_mux.files': ['./pcache.py.data/pcache.yaml'],
2025-06-05 08:41:30,432 avocado.test INFO |  'yaml_to_mux.filter_only': [],
2025-06-05 08:41:30,432 avocado.test INFO |  'yaml_to_mux.filter_out': [],
2025-06-05 08:41:30,432 avocado.test INFO |  'yaml_to_mux.inject': [],
2025-06-05 08:41:30,432 avocado.test INFO |  'yaml_to_mux.parameter_paths': ['/run/*']}
2025-06-05 08:41:30,432 avocado.test INFO | 
2025-06-05 08:41:30,433 avocado.test INFO | Avocado Data Directories:
2025-06-05 08:41:30,433 avocado.test INFO | 
2025-06-05 08:41:30,433 avocado.test INFO | base     /root/avocado
2025-06-05 08:41:30,434 avocado.test INFO | tests    /root/avocado/tests
2025-06-05 08:41:30,434 avocado.test INFO | data     /root/avocado/data
2025-06-05 08:41:30,434 avocado.test INFO | logs     /root/avocado/job-results/job-2025-06-05T08.41-de06664
2025-06-05 08:41:30,434 avocado.test INFO | 
2025-06-05 08:41:30,451 avocado.test INFO | Multiplex tree representation:
2025-06-05 08:41:30,451 avocado.test INFO |  \-- run
2025-06-05 08:41:30,451 avocado.test INFO |       |-- gc
2025-06-05 08:41:30,451 avocado.test INFO |       |    #== gc0
2025-06-05 08:41:30,451 avocado.test INFO |       |    #== gc80
2025-06-05 08:41:30,451 avocado.test INFO |       |-- crc
2025-06-05 08:41:30,451 avocado.test INFO |       |    #== enable
2025-06-05 08:41:30,451 avocado.test INFO |       |    #== disable
2025-06-05 08:41:30,451 avocado.test INFO |       \-- test_script
2025-06-05 08:41:30,452 avocado.test INFO |            #== default
2025-06-05 08:41:30,452 avocado.test INFO |            #== xfstests
2025-06-05 08:41:30,452 avocado.test INFO |            #== misc
2025-06-05 08:41:30,452 avocado.test INFO | 
2025-06-05 08:41:30,452 avocado.test INFO | Multiplex variants (12):
2025-06-05 08:41:30,452 avocado.test INFO | Variant run-crc-enable-gc-gc0-test_script-default-77ac:    /run/gc/gc0, /run/crc/enable, /run/test_script/default
2025-06-05 08:41:30,452 avocado.test INFO | Variant run-crc-enable-gc-gc0-test_script-xfstests-a515:    /run/gc/gc0, /run/crc/enable, /run/test_script/xfstests
2025-06-05 08:41:30,452 avocado.test INFO | Variant run-crc-enable-gc-gc0-test_script-misc-9af3:    /run/gc/gc0, /run/crc/enable, /run/test_script/misc
2025-06-05 08:41:30,452 avocado.test INFO | Variant run-crc-disable-gc-gc0-test_script-default-d629:    /run/gc/gc0, /run/crc/disable, /run/test_script/default
2025-06-05 08:41:30,452 avocado.test INFO | Variant run-crc-disable-gc-gc0-test_script-xfstests-9529:    /run/gc/gc0, /run/crc/disable, /run/test_script/xfstests
2025-06-05 08:41:30,453 avocado.test INFO | Variant run-crc-disable-gc-gc0-test_script-misc-dd0a:    /run/gc/gc0, /run/crc/disable, /run/test_script/misc
2025-06-05 08:41:30,453 avocado.test INFO | Variant run-crc-enable-gc-gc80-test_script-default-6c4a:    /run/gc/gc80, /run/crc/enable, /run/test_script/default
2025-06-05 08:41:30,453 avocado.test INFO | Variant run-crc-enable-gc-gc80-test_script-xfstests-9da7:    /run/gc/gc80, /run/crc/enable, /run/test_script/xfstests
2025-06-05 08:41:30,453 avocado.test INFO | Variant run-crc-enable-gc-gc80-test_script-misc-d48f:    /run/gc/gc80, /run/crc/enable, /run/test_script/misc
2025-06-05 08:41:30,453 avocado.test INFO | Variant run-crc-disable-gc-gc80-test_script-default-7d9b:    /run/gc/gc80, /run/crc/disable, /run/test_script/default
2025-06-05 08:41:30,453 avocado.test INFO | Variant run-crc-disable-gc-gc80-test_script-xfstests-fde8:    /run/gc/gc80, /run/crc/disable, /run/test_script/xfstests
2025-06-05 08:41:30,453 avocado.test INFO | Variant run-crc-disable-gc-gc80-test_script-misc-8100:    /run/gc/gc80, /run/crc/disable, /run/test_script/misc
2025-06-05 08:41:30,453 avocado.test INFO | Temporary dir: /var/tmp/avocado_tmp_gouf9e_m/avocado_job_qx_m584n
2025-06-05 08:41:30,453 avocado.test INFO | 
2025-06-05 08:41:30,453 avocado.test INFO | Job ID: de06664a1fe732a081639451a7acd4f88a3cfc0d
2025-06-05 08:41:30,454 avocado.test INFO | 
2025-06-05 08:41:31,155 avocado.core.task.statemachine DEBUG| <Worker spawner="<avocado.plugins.spawners.process.ProcessSpawner object at 0x7f87edd547c0>" max_triaging=32 max_running=1 task_timeout=None> has been initialized
2025-06-05 08:41:31,156 avocado.core.task.statemachine DEBUG| Task "01-./pcache.py:PcacheTest.test;run-crc-enable-gc-gc0-test_script-default-77ac": requested -> triaging
2025-06-05 08:41:31,157 avocado.core.task.statemachine DEBUG| Task "01-./pcache.py:PcacheTest.test;run-crc-enable-gc-gc0-test_script-default-77ac": requirements OK (will proceed to check dependencies)
2025-06-05 08:41:31,157 avocado.core.task.statemachine DEBUG| Task "01-./pcache.py:PcacheTest.test;run-crc-enable-gc-gc0-test_script-default-77ac": about to be spawned with "<avocado.plugins.spawners.process.ProcessSpawner object at 0x7f87edd547c0>"
2025-06-05 08:41:31,161 avocado.core.task.statemachine DEBUG| Task "01-./pcache.py:PcacheTest.test;run-crc-enable-gc-gc0-test_script-default-77ac": spawned successfully
2025-06-05 08:41:31,594 avocado.core.status.repo DEBUG| Task "01-./pcache.py:PcacheTest.test;run-crc-enable-gc-gc0-test_script-default-77ac" started message: "{'status': 'started', 'time': 6509.682469115, 'output_dir': '/root/avocado/job-results/job-2025-06-05T08.41-de06664/test-results/01-._pcache.py_PcacheTest.test_run-crc-enable-gc-gc0-test_script-default-77ac', 'id': '01-./pcache.py:PcacheTest.test;run-crc-enable-gc-gc0-test_script-default-77ac'}"
2025-06-05 08:41:31,611 avocado.test INFO | ./pcache.py:PcacheTest.test;run-crc-enable-gc-gc0-test_script-default-77ac: STARTED
2025-06-05 08:41:34,700 avocado.core.status.repo DEBUG| Task "01-./pcache.py:PcacheTest.test;run-crc-enable-gc-gc0-test_script-default-77ac" finished message: "{'result': 'pass', 'status': 'finished', 'time': 6512.707749664}"
2025-06-05 08:41:34,753 avocado.test INFO | ./pcache.py:PcacheTest.test;run-crc-enable-gc-gc0-test_script-default-77ac: PASS
2025-06-05 08:41:34,754 avocado.test INFO | More information in /root/avocado/job-results/job-2025-06-05T08.41-de06664/test-results/01-._pcache.py_PcacheTest.test_run-crc-enable-gc-gc0-test_script-default-77ac
2025-06-05 08:41:34,787 avocado.core.task.statemachine DEBUG| Task "01-./pcache.py:PcacheTest.test;run-crc-enable-gc-gc0-test_script-default-77ac" finished
2025-06-05 08:41:34,788 avocado.core.task.statemachine DEBUG| Task "02-./pcache.py:PcacheTest.test;run-crc-enable-gc-gc0-test_script-xfstests-a515": requested -> triaging
2025-06-05 08:41:34,788 avocado.core.task.statemachine DEBUG| Task "02-./pcache.py:PcacheTest.test;run-crc-enable-gc-gc0-test_script-xfstests-a515": requirements OK (will proceed to check dependencies)
2025-06-05 08:41:34,788 avocado.core.task.statemachine DEBUG| Task "02-./pcache.py:PcacheTest.test;run-crc-enable-gc-gc0-test_script-xfstests-a515": about to be spawned with "<avocado.plugins.spawners.process.ProcessSpawner object at 0x7f87edd547c0>"
2025-06-05 08:41:34,793 avocado.core.task.statemachine DEBUG| Task "02-./pcache.py:PcacheTest.test;run-crc-enable-gc-gc0-test_script-xfstests-a515": spawned successfully
2025-06-05 08:41:35,418 avocado.core.status.repo DEBUG| Task "02-./pcache.py:PcacheTest.test;run-crc-enable-gc-gc0-test_script-xfstests-a515" started message: "{'status': 'started', 'time': 6513.506382562, 'output_dir': '/root/avocado/job-results/job-2025-06-05T08.41-de06664/test-results/02-._pcache.py_PcacheTest.test_run-crc-enable-gc-gc0-test_script-xfstests-a515', 'id': '02-./pcache.py:PcacheTest.test;run-crc-enable-gc-gc0-test_script-xfstests-a515'}"
2025-06-05 08:41:35,459 avocado.test INFO | ./pcache.py:PcacheTest.test;run-crc-enable-gc-gc0-test_script-xfstests-a515: STARTED
2025-06-05 09:50:15,208 avocado.core.status.repo DEBUG| Task "02-./pcache.py:PcacheTest.test;run-crc-enable-gc-gc0-test_script-xfstests-a515" finished message: "{'result': 'pass', 'status': 'finished', 'time': 10633.222465759}"
2025-06-05 09:50:15,241 avocado.test INFO | ./pcache.py:PcacheTest.test;run-crc-enable-gc-gc0-test_script-xfstests-a515: PASS
2025-06-05 09:50:15,241 avocado.test INFO | More information in /root/avocado/job-results/job-2025-06-05T08.41-de06664/test-results/02-._pcache.py_PcacheTest.test_run-crc-enable-gc-gc0-test_script-xfstests-a515
2025-06-05 09:50:15,290 avocado.core.task.statemachine DEBUG| Task "02-./pcache.py:PcacheTest.test;run-crc-enable-gc-gc0-test_script-xfstests-a515" finished
2025-06-05 09:50:15,291 avocado.core.task.statemachine DEBUG| Task "03-./pcache.py:PcacheTest.test;run-crc-enable-gc-gc0-test_script-misc-9af3": requested -> triaging
2025-06-05 09:50:15,291 avocado.core.task.statemachine DEBUG| Task "03-./pcache.py:PcacheTest.test;run-crc-enable-gc-gc0-test_script-misc-9af3": requirements OK (will proceed to check dependencies)
2025-06-05 09:50:15,291 avocado.core.task.statemachine DEBUG| Task "03-./pcache.py:PcacheTest.test;run-crc-enable-gc-gc0-test_script-misc-9af3": about to be spawned with "<avocado.plugins.spawners.process.ProcessSpawner object at 0x7f87edd547c0>"
2025-06-05 09:50:15,300 avocado.core.task.statemachine DEBUG| Task "03-./pcache.py:PcacheTest.test;run-crc-enable-gc-gc0-test_script-misc-9af3": spawned successfully
2025-06-05 09:50:16,408 avocado.core.status.repo DEBUG| Task "03-./pcache.py:PcacheTest.test;run-crc-enable-gc-gc0-test_script-misc-9af3" started message: "{'status': 'started', 'time': 10634.49411758, 'output_dir': '/root/avocado/job-results/job-2025-06-05T08.41-de06664/test-results/03-._pcache.py_PcacheTest.test_run-crc-enable-gc-gc0-test_script-misc-9af3', 'id': '03-./pcache.py:PcacheTest.test;run-crc-enable-gc-gc0-test_script-misc-9af3'}"
2025-06-05 09:50:16,460 avocado.test INFO | ./pcache.py:PcacheTest.test;run-crc-enable-gc-gc0-test_script-misc-9af3: STARTED
2025-06-05 09:50:37,021 avocado.core.status.repo DEBUG| Task "03-./pcache.py:PcacheTest.test;run-crc-enable-gc-gc0-test_script-misc-9af3" finished message: "{'result': 'pass', 'status': 'finished', 'time': 10655.002800345}"
2025-06-05 09:50:37,028 avocado.test INFO | ./pcache.py:PcacheTest.test;run-crc-enable-gc-gc0-test_script-misc-9af3: PASS
2025-06-05 09:50:37,029 avocado.test INFO | More information in /root/avocado/job-results/job-2025-06-05T08.41-de06664/test-results/03-._pcache.py_PcacheTest.test_run-crc-enable-gc-gc0-test_script-misc-9af3
2025-06-05 09:50:37,076 avocado.core.task.statemachine DEBUG| Task "03-./pcache.py:PcacheTest.test;run-crc-enable-gc-gc0-test_script-misc-9af3" finished
2025-06-05 09:50:37,076 avocado.core.task.statemachine DEBUG| Task "04-./pcache.py:PcacheTest.test;run-crc-disable-gc-gc0-test_script-default-d629": requested -> triaging
2025-06-05 09:50:37,076 avocado.core.task.statemachine DEBUG| Task "04-./pcache.py:PcacheTest.test;run-crc-disable-gc-gc0-test_script-default-d629": requirements OK (will proceed to check dependencies)
2025-06-05 09:50:37,077 avocado.core.task.statemachine DEBUG| Task "04-./pcache.py:PcacheTest.test;run-crc-disable-gc-gc0-test_script-default-d629": about to be spawned with "<avocado.plugins.spawners.process.ProcessSpawner object at 0x7f87edd547c0>"
2025-06-05 09:50:37,081 avocado.core.task.statemachine DEBUG| Task "04-./pcache.py:PcacheTest.test;run-crc-disable-gc-gc0-test_script-default-d629": spawned successfully
2025-06-05 09:50:37,516 avocado.core.status.repo DEBUG| Task "04-./pcache.py:PcacheTest.test;run-crc-disable-gc-gc0-test_script-default-d629" started message: "{'status': 'started', 'time': 10655.605057398, 'output_dir': '/root/avocado/job-results/job-2025-06-05T08.41-de06664/test-results/04-._pcache.py_PcacheTest.test_run-crc-disable-gc-gc0-test_script-default-d629', 'id': '04-./pcache.py:PcacheTest.test;run-crc-disable-gc-gc0-test_script-default-d629'}"
2025-06-05 09:50:37,535 avocado.test INFO | ./pcache.py:PcacheTest.test;run-crc-disable-gc-gc0-test_script-default-d629: STARTED
2025-06-05 09:50:40,590 avocado.core.status.repo DEBUG| Task "04-./pcache.py:PcacheTest.test;run-crc-disable-gc-gc0-test_script-default-d629" finished message: "{'result': 'pass', 'status': 'finished', 'time': 10658.601652155}"
2025-06-05 09:50:40,630 avocado.test INFO | ./pcache.py:PcacheTest.test;run-crc-disable-gc-gc0-test_script-default-d629: PASS
2025-06-05 09:50:40,630 avocado.test INFO | More information in /root/avocado/job-results/job-2025-06-05T08.41-de06664/test-results/04-._pcache.py_PcacheTest.test_run-crc-disable-gc-gc0-test_script-default-d629
2025-06-05 09:50:40,681 avocado.core.task.statemachine DEBUG| Task "04-./pcache.py:PcacheTest.test;run-crc-disable-gc-gc0-test_script-default-d629" finished
2025-06-05 09:50:40,681 avocado.core.task.statemachine DEBUG| Task "05-./pcache.py:PcacheTest.test;run-crc-disable-gc-gc0-test_script-xfstests-9529": requested -> triaging
